Scholarship URL,Scholarship Title,Provided By,Amount,Deadline,Description
http://www.fastweb.com/college-scholarships/scholarships/85587-percy-g-willson-scholarship,Percy G. Willson Scholarship,Valley City State University,"$1,500",Varies,The Percy G. Willson Scholarship is open to students at Valley City State University who are residents of rural Barnes County.
http://www.fastweb.com/college-scholarships/scholarships/130761-bomgaars-annual-scholarship,Bomgaars Annual Scholarship,St. Luke's College,"$1,000",Varies,"The Bomgaars Annual Scholarship is available to students at St. Luke's College.  You must be majoring in nursing, radiology technology and respiratory care and be a Bomgaars store employee to qualify for this award.  If no Bomgaars applicants are available, preference will be given to an applicant from rural area towns where Bomgaars stores are located."
http://www.fastweb.com/college-scholarships/scholarships/61004-sampson-rural-scholarship,Sampson Rural Scholarship,University of Montana Western,"$1,000","January 01, 2016","The Sampson Rural Scholarship is available to students at the University of Montana, Western.  You must be from a rural school and excel scholastically to be eligible for this award ."
http://www.fastweb.com/college-scholarships/scholarships/145178-foster-child-grant-program,Foster Child Grant Program,Massachusetts Department of Higher Education,"$6,000",Varies,"The Foster Child Grant Program is open to students who are foster children who are legal residents of Massachusetts and will be attending an eligible public, private, independent, for profit or nonprofit institution in Massachusetts.  You must be a U.S. citizen or non-eligible citizen, be placed in the custody of the Department of Social Services through a Care and Protection Petition, and not be over the age of 24.  You must also have signed a voluntary agreement with the Department of Social Services establishing terms and conditions for receiving such aid, apply for a FAFSA, and be in compliance with Selective Service Registration.  Additionally, you must not be in default of an federal or state student loans and be in good academic standing to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/65808-kreager-family-scholarship,Kreager Family Scholarship,Kalamazoo Community Foundation,"$2,500","March 31, 2016",The Kreager Family Scholarship is available to students who are residents of Kalamazoo County or are graduating from a Kalamazoo County high school.  You must be planning to attend an accredited institution for vocational/ technical training or a two- or four- year degree and you must have suffered the loss of a parent or parents through death or abandonment after infancy to be eligible.
http://www.fastweb.com/college-scholarships/scholarships/1194-george-parker-memorial-scholarship,George Parker Memorial Scholarship,"University of California, San Diego","$2,000",Varies,"The George Parker Memorial Scholarship is available to full- time incoming freshmen at the University of California, San Diego.  You must either have been orphaned or living in foster care for three years prior to the age of 18 and demonstrate financial need to qualify for this renewable award."
http://www.fastweb.com/college-scholarships/scholarships/149255-evergreen-valley-retired-teachers-association-scholarship,Evergreen Valley Retired Teachers Association Scholarship,Evergreen Valley College,"$1,000",Varies,The Evergreen Valley Retired Teachers Association Scholarship is available to students at Evergreen Valley College.  You must have completed 24 units of ESL with a minimum GPA of 3.0 to qualify for this award.  Preference is given to students planning to become teachers or those transitioning from foster care to independent living.
http://www.fastweb.com/college-scholarships/scholarships/133128-james-howard-farris-scholarship,James Howard Farris Scholarship,Salem Community College,$500,Varies,"The James Howard Farris Scholarship is available to students at Salem Community College.  You must be a Salem County resident and be an orphan, foster child and/or adopted to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/97383-vern-and-audrey-luken-family-scholarship,Vern and Audrey Luken Family Scholarship,Lake Area Technical Institute,$500,"April 01, 2016",The Vern and Audrey Luken Family Scholarship is open to incoming freshman students at Lake Area Technical Institute.  Preference is given to students who have lost one or both parents.
http://www.fastweb.com/college-scholarships/scholarships/126613-annie-leftwich-memorial-scholarship,Annie Leftwich Memorial Scholarship,Southwest Virginia Community College,$500,Varies,The Annie Leftwich Memorial Scholarship is available to students at Southwest Virginia Community College.  You must be a graduate of a Dickenson County high school and have a history as a foster child under the supervision of the Dickenson County Department of Social Services to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/125060-arnold-consultancy-and-technology-llc-novartis-pharmaceutical-corp-scholarship, Arnold Consultancy and Technology LLC/Novartis Pharmaceutical Corp. Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Arnold Consultancy and Technology LLC/ Novartis Pharmaceutical Corp. Scholarship is available to P- 1 through P- 4 students at Long Island University- Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  You must demonstrate academic excellent and have overcome significant hardship to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/32955-andrea-galen-jacks-scholarship,Andrea Galen Jacks Scholarship,Community Foundation of Burke County,Varies,Varies,"The Andrea Galen Jacks Scholarship is available to graduating seniors from Burke County, NC.  You must have received foster care to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/79204-peter-michael-ritzko-memorial-award,Peter Michael Ritzko Memorial Award,"Pennsylvania State University, Schuylkill",Varies,Varies,"The Peter Michael Ritzko Memorial Award is open to students at Pennsylvania State University, Schuylkill.  You must have overcome physical, emotional, or financial adversity to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/109535-roy-scrivner-memorial-research-grant,Roy Scrivner Memorial Research Grant,American Psychological Foundation,"$15,000","November 01, 2015","The Roy Scrivner Memorial Research Grant is available to graduate students for empirical or applied research on the study of lesbian, gay, bisexual, and transgender psychology and family therapy.  Preference is given to dissertation candidates."
http://www.fastweb.com/college-scholarships/scholarships/69891-wayne-f-placek-grant,Wayne F. Placek Grant,American Psychological Foundation,"$15,000","March 01, 2016",The Wayne F. Placek Grant is intended to encourage scientific research to increase the general public's understanding of homosexuality and to alleviate the stress that gay men and lesbians experience in this and future civilizations.  Applicants must be doctoral- level researchers or graduate students affiliated with educational institutions or a 501 (c)(3) nonprofit research organization to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/163511-out-to-innovate-scholarship,Out to Innovate Scholarship,"National Organization of Gay and Lesbian Scientists and Technical Professionals, Inc. (NOGLSTP)","$5,000","June 04, 2016","The Out to Innovate Scholarship is available to undergraduate and graduate students. You must be majoring in a STEM or STEM-related teaching field, have a minimum GPA of 3.0 and identify as lesbian, gay, bisexual or transgender or be an active ally of the LGBT community in order to qualify for this award.  Undergraduate students must have completed at least two years of study in order to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/144586-ies-merit-based-david-porter-diversity-scholarship,IES Merit-Based David Porter Diversity Scholarship,Institute for the International Education of Students,"$5,000","October 24, 2015","The IES Merit-Based David Porter Diversity Scholarship is available to students at institutions that are members or associate members of the IES college consortium.  You must be from a student group who have been traditionally under-represented on study abroad programs.  This includes but is not limited to, students of color, the LGBT population, students from different religious and ethnic groups, and students with physical disabilities.  You must be accepted into an IES study abroad program and have a minimum 3.3 GPA to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/13036-bob-ross-student-scholarship,Bob Ross Student Scholarship,National Lesbian and Gay Journalists Association-N California Chapter,"$2,500","July 31, 2015","The Bob Ross Student Scholarship is available to students enrolled in journalism or related programs.  You must be pursuing your education at Northern California institutions of higher education or be a resident of Northern California and be pursuing your education out of state.  You must demonstrate an outstanding commitment to the National Lesbian and Gay Journalists Association mission to be eligible for this award.  You must also provide a resume, samples of your work, two references and a personal essay."
http://www.fastweb.com/college-scholarships/scholarships/157844-cereta-perry-scholarship,Cereta Perry Scholarship,Michigan School of Professional Psychology,"$2,000","August 15, 2015","The Cereta Perry Scholarship is available to incoming students at the Michigan School of Professional Psychology.  To be considered, you must belong to an ethnic, racial, cultural, or sexual identity group that has traditionally been an underrepresented population in the field of psychology."
http://www.fastweb.com/college-scholarships/scholarships/39158-marx-and-marshall-gay-and-lesbian-scholarship,Marx and Marshall Gay and Lesbian Scholarship,"University of California, San Diego","$1,000",Varies,"The Marx and Marshall Gay and Lesbian Scholarship is open to gay and lesbian continuing students attending the University of California, San Diego.  You must have made a significant contribution to the gay and lesbian community to be eligible for this award.  Preference will be given to students with financial need."
http://www.fastweb.com/college-scholarships/scholarships/145311-jeremy-d-protas-lgbt-patent-law-scholarship,Jeremy D. Protas LGBT Patent Law Scholarship,"Marshall, Gerstein & Borun LLP","$1,000","July 31, 2015","The Jeremy D. Protas LGBT Patent Law Scholarship is open to second-year lesbian, gay, bisexual and transgendered law students  who are enrolled at an ABA-accredited law school.  Part-time students in four-year programs may be enrolled as second- or third-year students for the academic year.  You must be eligible to sit for the Patent Bar Exam, be interested in pursuing a career in patent law (patent litigation or prosecution), and demonstrate strong academic achievement throughout your academic career to be eligible for this award.  A resume, including description of science or engineering educational credentials; undergraduate and law school transcripts; and personal statement are required."
http://www.fastweb.com/college-scholarships/scholarships/39098-c-b-arrott-gay-lesbian-and-bisexual-scholarship,"C.B. Arrott Gay, Lesbian and Bisexual Scholarship","University of California, San Diego","$1,000",Varies,"The C.B. Arrott Gay, Lesbian and Bisexual Scholarship is open continuing gay, lesbian or bisexual students attending the University of California, San Diego.  You must be actively involved in the gay, lesbian and bisexual community."
http://www.fastweb.com/college-scholarships/scholarships/39177-russ-ty-gay-and-lesbian-scholarship,Russ Ty Gay and Lesbian Scholarship,"University of California, San Diego","$1,000",Varies,"The Russ Ty Gay and Lesbian Scholarship is open to current gay and lesbian students attending the University of California, San Diego.  This award is based on academic merit and financial need."
http://www.fastweb.com/college-scholarships/scholarships/68234-voice-of-democracy-scholarship-competition,Voice of Democracy Scholarship Competition,Veterans of Foreign Wars of the United States,"$30,000","November 01, 2015","The Voice of Democracy Scholarship Competition is open to high school students.  To enter, you must write and record a three- to five-minute broadcast script on the following theme: ""Why Veterans are Important to our Nation's History and Future""."
http://www.fastweb.com/college-scholarships/scholarships/108608-american-legion-national-high-school-oratorical-contest,American Legion National High School Oratorical Contest,The American Legion,"$18,000",Varies,"The National High School Oratorical Contest is open to junior high and high school students who are under the age of 20 and citizens or lawful permanent residents of the United States.  You must prepare an oration on some aspect of the U.S. Constitution, with some emphasis on the duties and obligations of citizens to our government.  A complete list of topics are available on the Legion's Web site.  Each individual state winner certified into and participating in the first round of the national contest receives an additional $1,500 scholarship."
http://www.fastweb.com/college-scholarships/scholarships/162493-create-a-greeting-card-scholarship-contest,Create-a-Greeting Card Scholarship Contest,The Gallery Collection,"$10,000","February 26, 2016","The Create-A-Greeting Card Scholarship Contest is open to currently enrolled high school and college students in the United States.  To enter, you must design a holiday, get well, or birthday greeting card and submit your work to be judged.  Your photo, art, or graphics submitted must be your own original work and you must be at least 14 years of age to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/68806-ventures-scholars-program,Ventures Scholars Program,"Ventures in Education, Inc.","$10,000",Varies,The Ventures Scholars Program is open to underrepresented and first - generation college - bound students.  You must be pursuing a math - or science - based career to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/162328-bluetooth-breakthrough-award,Bluetooth Breakthrough Award,"Bluetooth SIG, Inc.","$5,000","November 04, 2015","The Bluetooth Breakthrough Award is available to high school, undergraduate, and graduate students.  To be considered, you must submit an idea for a product, application, prototype; or student - led project that demonstrates how Bluetooth technology can be used in new ways.  A letter of recommendation from a teacher or professor is advised."
http://www.fastweb.com/college-scholarships/scholarships/166383-niche-2-000-no-essay-scholarship,"Niche $2,000 No Essay Scholarship",Niche,"$2,000","July 31, 2015","We know you are busy and we know that times are tough.  That is why we decided to create the easiest possible scholarship to give something back to students.  Students can use the money to help cover tuition, housing, meal plans, books, computers, or any education-related expenses.  The scholarship is open to all high school and college students and those planning to enroll in the next 12 months."
http://www.fastweb.com/college-scholarships/scholarships/165972-brilliance-scholarship,Brilliance Scholarship,"Brilliance, LLC","$1,500","August 01, 2015","The Brilliance Scholarship is available to creative students that demonstrate an interest of designing beautiful, unique jewelry.  You must create an original diamond ring design and submit one to two paragraphs (up to 200 words) about the design and its inspiration to qualify for this award.  Designs will be judged on overall look, creativity, and the design’s inspiration."
http://www.fastweb.com/college-scholarships/scholarships/163614-technology-addiction-awareness-scholarship,Technology Addiction Awareness Scholarship,Digital Responsibility,"$1,500","January 30, 2016","The Technology Addiction Awareness Scholarship is available to high school, undergraduate or graduate students.  You must be U.S. citizen or legal resident and submit a short message about technology addiction to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/163612-don-t-text-and-drive-scholarship,Don't Text and Drive Scholarship,Digital Responsibility,"$1,500","September 30, 2015","The Don't Text and Drive Scholarship is available to high school, undergraduate or graduate students.  You must be U.S. citizen or legal resident and complete a short statement on why you pledge not to text and drive in order to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/152556-james-w-cooper-fellows-essay-contest,James W. Cooper Fellows Essay Contest,Connecticut Bar Foundation,"$3,000",Varies,"The James W. Cooper Fellows Essay Contest is available to Connecticut high school students.  To be considered, you must address the following topic: ""Is out of school out of bounds?""  Students are to assume the role of a legislative assistant to a state senator and prepare a memorandum, not to exceed 1000 words, that explores the pros and cons of amending Connecticuts bullying statute."
http://www.fastweb.com/college-scholarships/scholarships/68234-voice-of-democracy-scholarship-competition,Voice of Democracy Scholarship Competition,Veterans of Foreign Wars of the United States,"$30,000","November 01, 2015","The Voice of Democracy Scholarship Competition is open to high school students.  To enter, you must write and record a three- to five-minute broadcast script on the following theme: ""Why Veterans are Important to our Nation's History and Future""."
http://www.fastweb.com/college-scholarships/scholarships/164696-atlas-shrugged-essay-contest,Atlas Shrugged Essay Contest,Ayn Rand Institute,"$20,000","October 23, 2015","The Atlas Shrugged Essay Contest is open to high school seniors, college undergraduates and graduate students.  You must submit an essay of between 800 and 1600 words on a topic related to Ayn Rand's Atlas Shrugged.  The three topic choices are listed on the sponsor's website and essays will be judged on style and content."
http://www.fastweb.com/college-scholarships/scholarships/68713-undergraduate-scholarship-program-cia,Undergraduate Scholarship Program - CIA,Central Intelligence Agency,"$18,000","October 15, 2015","The Central Intelligence Agency Undergraduate Scholarship Program is available to full - time high school seniors, college freshmen, and college sophomores.  You must be a U.S. citizen, have and maintain at least a 3.0 GPA, and demonstrate financial need to be eligible for this award.  For incoming freshmen, you must have scored at least 21 ACT / 1500 SAT score.  Preference is given to minorities and students with disabilities."
http://www.fastweb.com/college-scholarships/scholarships/108608-american-legion-national-high-school-oratorical-contest,American Legion National High School Oratorical Contest,The American Legion,"$18,000",Varies,"The National High School Oratorical Contest is open to junior high and high school students who are under the age of 20 and citizens or lawful permanent residents of the United States.  You must prepare an oration on some aspect of the U.S. Constitution, with some emphasis on the duties and obligations of citizens to our government.  A complete list of topics are available on the Legion's Web site.  Each individual state winner certified into and participating in the first round of the national contest receives an additional $1,500 scholarship."
http://www.fastweb.com/college-scholarships/scholarships/71970-outstanding-scholar-award-cornerstone-university,Outstanding Scholar Award - Cornerstone University,Cornerstone University,"$12,000",Varies,The Outstanding Scholar Award is available to entering freshmen and transfer students at Cornerstone University.  You must be a National Merit Finalist to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/162493-create-a-greeting-card-scholarship-contest,Create-a-Greeting Card Scholarship Contest,The Gallery Collection,"$10,000","February 26, 2016","The Create-A-Greeting Card Scholarship Contest is open to currently enrolled high school and college students in the United States.  To enter, you must design a holiday, get well, or birthday greeting card and submit your work to be judged.  Your photo, art, or graphics submitted must be your own original work and you must be at least 14 years of age to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/147850-razor-s-edge-scholarship,Razor's Edge Scholarship,Nova Southeastern University,"$10,000",Varies,The Razor's Edge Scholarship is open to high school seniors who plan to enroll in Nova Southeastern University in the Fall of 2010.  You must display experience of substantial leadership and have a minimum high school GPA of 2.0 to be eligible for this award.  For furthur information please email razorsedge@nova.edu.
http://www.fastweb.com/college-scholarships/scholarships/68806-ventures-scholars-program,Ventures Scholars Program,"Ventures in Education, Inc.","$10,000",Varies,The Ventures Scholars Program is open to underrepresented and first - generation college - bound students.  You must be pursuing a math - or science - based career to be considered for this award.
http://www.fastweb.com/college-scholarships/scholarships/57439-vegetarian-resource-group-scholarship,Vegetarian Resource Group Scholarship,Vegetarian Resource Group,"$10,000","February 20, 2016","The Vegetarian Resource Group Scholarship is available to graduating high school seniors.  You must have been active in promoting vegetarianism in your school and / or community; and have demonstrated compassion, courage, and a strong commitment to promoting a peaceful world through a vegetarian diet / lifestyle to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/12669-chancellor-s-scholarship-cornerstone-university,Chancellor's Scholarship - Cornerstone University,Cornerstone University,"$9,000",Varies,The Chancellor's Scholarship is available to entering freshmen and transfer students at Cornerstone University.  Selection is based on your high school GPA and ACT score.
http://www.fastweb.com/college-scholarships/scholarships/156468-george-w-jenkins-scholarship,George W. Jenkins Scholarship,University of Miami,"$55,000","December 01, 2015","The George W. Jenkins Scholarship is available to full - time entering freshmen at the University of Miami.  You must be graduating from a high school in Florida, Georgia, South Carolina, Alabama, or Tennessee to be eligible for this award.  A minimum 3.75 GPA and an essay are also required."
http://www.fastweb.com/college-scholarships/scholarships/3766-battelle-scholarship,Battelle Scholarship,Denison University,"$45,000",Varies,The Battelle Scholarship is available to entering freshmen at Denison University.  You must demonstrate academic talent and personal merit and be a resident of central Ohio to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/93786-woody-scholarship,Woody Scholarship,"Union College, Nebraska","$38,500",Varies,"The Woody Scholarship is open to students at Union College, Nebraska.  You must be from the Kansas/Nebraska Conference and display exemplary character and academic promise to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/149968-honors-program-scholarship-csu,Honors Program Scholarship - CSU,Cleveland State University,"$37,056",Varies,The Honors Program Scholarship is available to incoming freshmen and continuing juniors at Cleveland State University.  Freshmen must rank in the top 10 percent of your high school class and have a minimum 30 ACT / 1950 SAT; juniors must have a minimum 3.5 GPA and have taken a rigorous curriculum in their major to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/93518-presidential-diversity-scholarship,Presidential Diversity Scholarship,St. Lawrence University,"$32,000","February 01, 2016","The Presidential Diversity Scholarship is available to first - year and transfer students at Saint Lawrence University.  You must demonstrate commitment to, and appreciation for, racial and ethnic diversity to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/86284-army-rotc-scholarship-otterbein-college,Army ROTC Scholarship - Otterbein College,Otterbein College,"$31,424",Varies,The Army ROTC Scholarship is available to students at Otterbein College.  You must be accepted into the Army ROTC program and intend to be employed as an officer in the U.S. Army after graduation to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/151762-bethel-national-merit-scholarship,Bethel National Merit Scholarship,Bethel University - Minnesota,"$30,000",Varies,The Bethel National Merit Scholarship is available to full - time entering students at Bethel University.  You must be a National Merit Finalist and list Bethel as your first - choice school to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/44425-howard-r-bowen-scholarship-grinnell-college,Howard R. Bowen Scholarship - Grinnell College,Grinnell College,"$25,000",Varies,"The Howard R. Bowen Scholarship is available to entering freshmen at Grinnell College.  You must have graduated from an Iowa high school, be a U.S. citizen, and participate in a scholarship examination and an on-campus interview to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/32239-excellence-in-equine-agricultural-involvement-scholarship,Excellence in Equine/Agricultural Involvement Scholarship,American Quarter Horse Foundation,"$25,000","December 01, 2015","The Excellence in Equine/Agricultural Involvement Scholarship is available to student members of the American Quarter Horse Association.  You must be a high school senior or a student currently enrolled in an accredited college, university, or vocational school and demonstrate characteristics of excellence acquired through your participation in equine or agricultural activities.  You must also have at least a 3.5 GPA to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/114904-max-christianson-division-of-nursing-scholarship,Max Christianson Division of Nursing Scholarship,"Union College, Nebraska","$25,000",Varies,"The Max Christianson Division of Nursing Scholarship is open to students at Union College, Nebraska.  You must be majoring in nursing and have a minimum 3.0 GPA.  You must also be a scholarly role model and demonstrate financial need to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/113474-pioneer-services-scholarship-park-university,Pioneer Services Scholarship - Park University,Park University,"$4,000",Varies,"The Pioneer Services Scholarship is available to students at Park University.  You must be an active duty or retired military service member, or be a spouse or dependent of an active duty or retired military service member.  You may also be a survivor of a deceased military member, but you must be pursuing a degree and demonstrate financial need to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/140579-amvets-university-of-phoenix-scholarship,AMVETS/University of Phoenix Scholarship,AMVETS National Scholarship Program,"$4,000","August 31, 2015","The AMVETS/University of Phoenix Scholarship is available to students who are members of the active military, veterans or their families.  To be eligible for this award, you must be one of the following: a current member of the active military (including National Guard and Reserves); an honorably discharged veteran; or a spouse or child (under age 21 or full-time student under age 23) of a current member of the active military or honorably discharged veteran.  Additionally, applicants who reside in the U.S. must meet one of the following requirements: be a legal resident of the United States; have been granted permanent residency; have a valid visa that does not prohibit educational studies; have been granted temporary protected status along with approved Notice of Action issued by Citizen Immigration Services and verified through CIS Form g-845; or have been granted asylum along with the approved Notice of Action issued by the Citizen Immigration Services.  Only the first 300 applications will be considered."
http://www.fastweb.com/college-scholarships/scholarships/4931-doris-edwards-miller-endowed-scholarship,Doris Edwards Miller Endowed Scholarship,"Westminster College, Utah","$3,400",Varies,The Doris Edwards Miller Endowed Scholarship is open to full-time students at Westminster College in Utah.  You must be a veteran of the U.S. military or be a child of a veteran.  You must also demonstrate strong character and financial need to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/6488-park-foundation-scholarship,Park Foundation Scholarship,Tompkins Cortland Community College,"$2,000",Varies,"The Park Foundation Scholarship is available to both male and female full-time students at Tompkins Cortland Community College.  You must be any of these qualifications to be eligible for this award; a single, male student who is the head of the household with dependents; a single, female student who is the head of the household with dependents; or a Vietnam veteran who no longer has access to educational benefits with a minimum GPA of 3.0."
http://www.fastweb.com/college-scholarships/scholarships/160962-gia-scholarship-fund-for-u-s-veterans,GIA Scholarship Fund for U.S. Veterans,Gemological Institute of America,"$1,500","October 31, 2015",The GIA Scholarship Fund for U.S. Veterans is available to students enrolled at the Gemological Institute of America.  You must be enrolled in the eLearning Accredited Jewelry Professional (AJP) diploma program and be a U.S. military veteran to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/162910-women-in-the-trades-scholarship,Women in the Trades Scholarship,The Dwyer Group,"$1,500","September 30, 2015",The Women in the Trades Scholarship is available to female students who are over the age of 18.  You must be actively pursing a degree in a trade field in order to qualify for this award.  Preference is given to women who are affiliated with the military.
http://www.fastweb.com/college-scholarships/scholarships/157975-fsu-military-veteran-scholarship,FSU Military Veteran Scholarship,Ferris State University,"$1,000",Varies,"The FSU Military Veteran Scholarship is available to students attending Ferris State University.  You must have served on an active duty status in the U.S. Armed Forces for a minimum of six continuous months, received honorable or uncharacterized separation, and enrolled at FSU within 4 years from separation to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/30835-james-w-cochran-memorial-scholarship,James W. Cochran Memorial Scholarship,"University of Oklahoma, College of Law","$1,000",Varies,"The James W. Cochran Memorial Scholarship is available to students at the University of Oklahoma, College of Law.  You must be a resident of Oklahoma or an honorably discharged veteran or both to be eligible for this award.  Preference will be given to first-year students."
http://www.fastweb.com/college-scholarships/scholarships/166471-military-scholarship-competition,Military Scholarship Competition,"Allied Van Lines, Inc.","$1,000","September 01, 2015",The Military Scholarship Competition is available to full-time undergraduate students enrolled at an accredited college or university.  You must be working toward a degree in logistics or an equivalent field and have a minimum 2.5 GPA to qualify for this award.  Available only to current or former active duty military personnel and their dependents.  A 400-800 word essay is also required.
http://www.fastweb.com/college-scholarships/scholarships/155016-frederick-carroll-voiture-locale-155-nursing-scholarship,Frederick/Carroll Voiture Locale 155 Nursing Scholarship,Carroll Community College,"$1,000",Varies,"The Frederick/Carroll Voiture Locale 155 Nursing Scholarship is available to full-time students at Carroll Community College.  You must be enrolled in the RN program, have a minimum GPA of 3.0 and demonstrate community involvement to qualify for this award.  Preference is given to military veterans.  A narrative of career goals is required."
http://www.fastweb.com/college-scholarships/scholarships/48115-hispanic-heritage-scholarship-nova-southeastern-university,Hispanic Heritage Scholarship - Nova Southeastern University,Nova Southeastern University,"$10,000",Varies,"The Hispanic Heritage Scholarship is available to Hispanic juniors at Nova Southeastern University.  You must be majoring in education and have completed at least 60 credits.  Additionally, you must have a minimum 3.0 GPA and be a U.S. citizen.  You must also have at least one parent of Hispanic ancestry and be fluent in Spanish to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/90540-rixio-medina-and-associates-hispanics-in-safety-scholarship,Rixio Medina and Associates Hispanics in Safety Scholarship,American Society of Safety Engineers,"$4,000","December 01, 2015",The Rixio Medina and Associates Hispanics in Safety Scholarship is available to students pursuing degrees in occupational safety and health or a related field.  You must be bilingual (Spanish - English) to be eligible for this award.  Preference is given to Hispanic students and students at ABET- accredited schools.
http://www.fastweb.com/college-scholarships/scholarships/16042-john-montgomery-scholarship,John Montgomery Scholarship,Dickinson College,"$2,000",Varies,"The John Montgomery Scholarship is available to entering freshmen at Dickinson College.  You must have excellent grades in a challenging high school curriculum.  You must also have exceptional talent in the performing or studio arts, superior proficiency in two or more foreign languages, high achievement in independent research or writing, or significant leadership on a regional or national level to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/151215-cotchett-science-and-mathematics-teacher-education-scholarship,Cotchett Science and Mathematics Teacher Education Scholarship,California Polytechnic State University at San Luis Obispo - School of Education,"$1,000",Varies,"The Cotchett Science and Mathematics Teacher Education Scholarship is available to students at California Polytechnic State University at San Luis Obispo, School of Education.  You must have a concentration in science or mathematics to qualify for this award.  Preference is given to students with financial need."
http://www.fastweb.com/college-scholarships/scholarships/96139-clifford-debaptiste-scholarship,Clifford DeBaptiste Scholarship,West Chester University,$500,Varies,"The Clifford DeBaptiste Scholarship is open to social work majors at West Chester University.  You must demonstrate excellence in academic achievement, community leadership initiatives and a commitment to bicultural and bilingual social work practice to be eligible for this award.  Traditional and non-traditional students in the B.S.W. and M.S.W. programs are eligible."
http://www.fastweb.com/college-scholarships/scholarships/44723-tomas-rivera-endowed-scholarship,Tomas Rivera Endowed Scholarship,"University of Texas, San Antonio - General Scholarships",$500,"February 15, 2016","The Tomas Rivera Endowed Scholarship is available to full-time students at the University of Texas at San Antonio who have completed at least 60 semester hours.  You must have a minimum 3.0 GPA, be a resident of San Antonio or South Texas, demonstrate financial need, be a first generation college student and be fluent in a language other than English to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/14618-amy-olson-memorial-scholarship,Amy Olson Memorial Scholarship,University of the Pacific School of Law,Varies,"March 04, 2016",The Amy Olson Memorial Scholarship is available to bilingual students at the University of the Pacific McGeorge School of Law.  You must have the desire to work for a government agency or charitable organization.  Preference will be given to students who have gained maturity from having worked full-time for at least six years.
http://www.fastweb.com/college-scholarships/scholarships/125058-irina-and-olga-pikovskaya-scholarship,Irina and Olga Pikovskaya Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Irina and Olga Pikovskaya Scholarship is available to P-3 students at Long Island University - Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  Preference is given to single women who are fluent in an Eastern European language and have a dependent child or children
http://www.fastweb.com/college-scholarships/scholarships/124235-elizabeth-smithgall-scholarship,Elizabeth Smithgall Scholarship,Millersville University,Varies,Varies,"The Elizabeth Smithgall Scholarship is available to at Millersville University.  You must be in the top ten percent of your class, demonstrate financial need, and have a native language other than English to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/93518-presidential-diversity-scholarship,Presidential Diversity Scholarship,St. Lawrence University,"$32,000","February 01, 2016","The Presidential Diversity Scholarship is available to first - year and transfer students at Saint Lawrence University.  You must demonstrate commitment to, and appreciation for, racial and ethnic diversity to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/49002-broadwell-chinn-award,Broadwell Chinn Award,Wittenberg University,"$16,000","December 01, 2015",The Broadwell Chinn Award is available to minority students entering Wittenberg University.  You must have a minimum 3.25 GPA to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/81002-f-armstrong-scholarship-cornell-college,F. Armstrong Scholarship - Cornell College,Cornell College,"$16,000",Varies,The F. Armstrong Scholarship is open to entering freshmen at Cornell College who contribute to campus diversity.
