SholarShip_Page URL,Scholarship URL,Scholarship,School URL,School Name,Deadline,Amount,SAT,GPA,Majors,Website,Description
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41005E49-DCF0-3684-C4F1C4D8D1D49D1C,Architecture Class of 1984 Scholarship,http://www.scholarshipmonkey.com/school/162210,Columbia Union College,April 15th,Varies,,,"Architecture, Art, Interior Design",http://www.uc.edu,"Scholarship for undergraduate students enrolled full-time at the University of Cincinnati College of Design, Architecture, Art and Planning School of Architecture and Interior Design majoring in Architecture.  Number of awards and award amount may vary."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/410099CC-92AA-CE3B-78BF5FC2521103EC,DWL Architecture Scholarship,http://www.scholarshipmonkey.com/school/384333,Estrella Mountain Community College,April 15th,"$1,000.00",,,Architecture,http://www.mc.maricopa.edu,Scholarship for undergraduate students attending Mesa Community College majoring in Architecture.  Number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100A6B8-0303-66F7-215921C70DF5DBC3,Falkanger Architecture Scholarship,http://www.scholarshipmonkey.com/school/133669,Florida Atlantic University,Varies,Varies,,,Architecture,http://www.fau.edu,Scholarship for undergraduate students enrolled full-time at Florida Atlantic University School of Architecture.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100E4D4-075C-ACEC-2E0D390748DDC702,Landscape Architecture Student Internships,http://www.scholarshipmonkey.com/school/233921,South Texas Vocational Technical Institute-McAllen,Varies,Varies,,,Architecture,http://www.finaid.vt.edu/types_of_aid/scholarships/,"Internships for undergraduate students attending Virginia Polytechnic Institute & State University (Virginia Tech) who are majoring in Landscape Architecture.  Selection based on academic achievement.  Due date, award amount and number of awards may vary.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100E4D3-046F-79CD-1AF9789CC4374ECC,Landscape Architecture Scholarships & Awards,http://www.scholarshipmonkey.com/school/112516,National Polytechnic College of Science,March 2nd,Varies,,,Architecture,http://www.calpoly.edu,Scholarship for undergraduate students attending California Polytechnic State University who are majoring in Architecture.  It is recommended that applicants file the FAFSA as most awards are need based.  Number of awards and award amount may vary.  Nonrenewable.
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41010B32-D855-E59D-0EFB5F0E3C534610,OPN Architecture Scholarship,http://www.scholarshipmonkey.com/school/153603,Iowa State University,March 1st,"$1,000.00",,,Architecture,http://www.iastate.edu,Annual award for fifth year undergraduate students enrolled full-time at Iowa State University College of Design majoring Architecture.  Students must demonstrate professional promise.  Preference given to students from eastern Iowa.  A personal statement must be included with application packet.
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100C339-FB74-09BF-DEF20E581DD39B33,HIXSON Architecture Engineering Interiors Scholarship Fund in Honor of Harry J. Bothwell,http://www.scholarshipmonkey.com/school/162210,Columbia Union College,April 15th,"$2,500.00",,,"Architecture, Art, Interior Design",http://www.uc.edu,"Scholarship for undergraduate students enrolled full-time at the University of Cincinnati College of Design, Architecture, Art and Planning School of Architecture and Interior Design majoring in Architecture.  Students must demonstrate academic achievement and financial need.  Number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41008B16-A25C-33B0-52D8A98EC9CECCB7,Department of Architecture Scholastic Achievement Scholarship,http://www.scholarshipmonkey.com/school/202648,Edison State Community College,Varies,Varies,,,Architecture,http://www.miami.muohio.edu,"Annual award for an undergraduate student attending Miami University in Ohio, majoring in Architecture.  Due date and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41008935-F72B-327B-1B201FE7405C187F,Dean's Architecture Scholarship,http://www.scholarshipmonkey.com/school/209551,University of Oregon,Varies,$500.00,,,Architecture,http://architecture.uoregon.edu,"Scholarship for upperclass, undergraduate or graduate students attending the University of Oregon-Department of Architecture full-time, majoring in Architecture or Interior Architecture.  Applicants must show potential in the field.  Due date varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41007F22-A754-678D-38ED51D464D39267,College of Architecture & Planning Scholarships,http://www.scholarshipmonkey.com/school/230764,University of Utah,Varies,Varies,,,Architecture,http://financialaid.utah.edu/scholarships/,"Scholarship for undergraduate senior students attending the University of Utah full-time, majoring in Architecture and Planning.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41013B71-CBD3-2053-9DCC793B95A7A5C5,School of Architecture Annual Scholarship,http://www.scholarshipmonkey.com/school/217882,Clemson University,March 1st,Varies,,,Architecture,http://www.clemson.edu/finaid/scholarships1.htm,"Scholarship for undergraduate students attending Clemson University (SC) full-time, majoring in Architecture.  Selection based on admissions application, academic achievement and standardized test scores for incoming freshmen; and academic record for continuing students.  Number of awards and award amount varies.  No application is necessary since all applications will be considered."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41013B72-9D0B-4B6C-566821A387200382,School of Architecture Scholarships,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,Varies,Varies,,3,"Architecture, Engineering",https://financialaid.okstate.edu/scholarships,"Scholarship for college juniors, seniors, or graduate students enrolled full-time at Oklahoma State University College of Engineering, Architecture, and Technology School of Architecture majoring in Architecture or Architectural Engineering.  Students must have a minimum 3.0 CGPA.  Due date and award amount may vary."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41005E4B-D0F5-0952-99EE5D9CA911F069,Archon Fellowship in Architecture,http://www.scholarshipmonkey.com/school/104179,University of Arizona,Varies,"$5,000.00",,,Architecture,http://www.arizona.edu,"Scholarship for undergraduate or graduate students enrolled full-time at the University of Arizona School of Architecture.  Students must have earned a Bachelor's in Architecture degree from an American university, have a minimum of two years experience in a registered architect's office in the US, and plan on completing a Master's thesis based on Sonoran desert site parameters.  Due date and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/410091B3-A52B-E230-6F61DF255DAA988D,Donna V. Sundberg Architecture Scholarship,http://www.scholarshipmonkey.com/school/209551,University of Oregon,Varies,Varies,,,Architecture,http://architecture.uoregon.edu,"Scholarship for female, undergraduate or graduate students attending the University of Oregon-Department of Architecture full-time, majoring in Architecture or Interior Architecture.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41009043-08FC-C669-E286F4EDDBC72E4F,Don & Caryl Koberg Architecture History Scholarship,http://www.scholarshipmonkey.com/school/112516,National Polytechnic College of Science,March 2nd,Varies,,3,Architecture,http://www.calpoly.edu,Scholarship for juniors or seniors attending California Polytechnic State University who are majoring in Architecture.  Applicants must have a minimum 3.0 GPA.  It is recommended that applicants file the FAFSA as most awards are need based.  Number of awards and award amount may vary.  Nonrenewable.
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41008B4D-B481-678C-81E77052A6D080B8,Department of Landscape Architecture General Scholarship,http://www.scholarshipmonkey.com/school/229115,Texas Tech University,February 1st,"$3,000.00",,,Architecture,http://www.ttu.edu,"Scholarship for undergraduate students attending Texas Tech University in Lubbock, Texas, majoring in Landscape Architecture.  Number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100C4F9-E680-B891-112B4480A545D937,Howard E. Gartner Architecture Scholarship,http://www.scholarshipmonkey.com/school/202648,Edison State Community College,Varies,Varies,,,Architecture,http://www.miami.muohio.edu,"Annual award for an undergraduate student attending Miami University in Ohio, majoring in Architecture.  Due date and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/41006CCB-A72B-166F-8920CC7B6F4A2FB8,Brownell Frasier Interior Architecture Scholarship,http://www.scholarshipmonkey.com/school/209551,University of Oregon,Varies,Varies,,,Architecture,http://architecture.uoregon.edu,"Scholarship for undergraduate or graduate students attending the University of Oregon-Department of Architecture full-time, majoring in Architecture or Interior Architecture.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Architecture,http://www.scholarshipmonkey.com/scholarship/4100B064-9113-D777-CFFACE714D84E865,Garcia Brenner Stromberg Architecture Scholarship,http://www.scholarshipmonkey.com/school/133669,Florida Atlantic University,Varies,Varies,,3,Architecture,http://www.fau.edu,"Scholarship for Broward, Palm Beach, or Miami Dade County, Florida residents who are undergraduate students enrolled at Florida Atlantic University School of Architecture.  Students must have a minimum 3.0 GPA, demonstrate financial need, and be U.S. citizens.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A85D-DD4B-A24F-B8B570DC6394EFC9,Fine Arts Scholarships,http://www.scholarshipmonkey.com/school/207458,Oklahoma City University,Varies,Varies,,,"Art, Dance/Choreography, Drama/Theatre Arts, Music, Photography/Video/Film",http://www.okcu.edu,"Scholarship for undergraduate students enrolled full-time at Oklahoma City University pursuing studies in Dance Performance and Dance Management, Music, Art (Studio, Graphic, Photography), or Theatre.  Selection is based on an audition for Dance, Music, and Theatre majors and a portfolio for Art majors.  Deadlines and award amounts may vary.  An essay must be included with application packet.  Renewable for Art and Theatre majors only."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A85B-DEF3-CF4A-1674F321A4D7DC73,Fine Arts Scholarship & Development Fund,http://www.scholarshipmonkey.com/school/366711,California State University-San Marcos,Varies,Varies,,,"Dance/Choreography, Drama/Theatre Arts, Music",http://www.usm.edu/financialaid/scholarshipsINTRO.php,"Scholarship for undergraduate students attending the University of Southern Mississippi who are enrolled in the College of Arts and Letters in the Department of Art, the Department of Theatre and Dance or the School of Music.  Selection based on academic achievement, talent and potential.  Due date, award amount and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A857-E354-F969-2AEC17A63F06C9B1,Fine Arts Recognition Awards-Art,http://www.scholarshipmonkey.com/school/143358,Bradley University,Varies,Varies,,,,http://www.bradley.edu,Scholarship for undergraduate students attending Bradley University who are majoring in the Arts.  Selection based on portfolio and potential.  Due date and number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A855-F560-23DE-87CE20767D2106E0,Fine Arts Grant-Visual Arts,http://www.scholarshipmonkey.com/school/,,April 1st,"$5,000.00",,,Art,http://www.alphadeltakappa.org,"Biennial awards granted in even numbered years for students enrolled in graduate degree and non-degree programs in the Visual Arts (acrylic, oil, watercolor, casein, egg tempera, encaustic, gouache, mix media, etc) OR for funding a project in the Visual Arts.  Applicants must hold a baccalaureate degree.  Preference is given to students in graduate programs.  In addition to application, students must submit letters of reference, and not more than twenty 35mm slides of fifteen original pieces of art work completed within the last two years.  Recipients may not have received a scholarship or grant from Alpha Delta Kappa within the past five years."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A84F-0026-F31F-1F5BC8D6DD254C06,Fine Arts Awards,http://www.scholarshipmonkey.com/school/221351,Rhodes College,January 20th,"$12,500.00",,,"Drama/Theatre Arts, Music",http://www.rhodes.edu,"Scholarship for incoming undergraduate students at Rhodes College majoring or minoring in a Fine Arts discipline.  Selection is based on outstanding achievement in art, music or theatre.  An audition or portfolio is required."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A84E-CB78-B733-4E8F17A4952D641A,Fine Arts Award,http://www.scholarshipmonkey.com/school/204635,Ohio Northern University,Varies,"$6,000.00",,,Music,http://www.onu.edu,"Scholarship for incoming freshmen attending Ohio Northern University full-time who major in Art, Music or Communication Arts and demonstrate a special talent.  Applicants must submit a portfolio or attend an audition, depending on their area of talent.  Due date and number of awards may vary.  Renewable."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A84D-C04B-96F3-BCDFBD276722EE05,Fine Arts & Performing Arts Scholarships,http://www.scholarshipmonkey.com/school/193292,Molloy College,Varies,Varies,,3,Music,http://www.molloy.edu,"Annual award for entering freshmen attending Molloy College full time to major in Fine Arts or Performing Arts.  Applicant must have exceptional talent or have achieved proficiency in art, music or communication arts.  Qualifications are demonstrated through audition, the submission of a portfolio or other documented experience.  Due date, number of awards and award amount varies.  Renewable; maintain 3.0 GPA."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A84B-F59D-0162-A3E9B11E16FD853A,Fine Arts Advisory Board Scholarship,http://www.scholarshipmonkey.com/school/230764,University of Utah,February 15th,"$2,000.00",,,,http://financialaid.utah.edu/scholarships/,"Scholarship for undergraduate juniors or seniors attending the University of Utah full-time, majoring in Art.  Applicants must have academic merit and financial need.  Number of awards varies."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A84A-C805-D52D-6D681E2D6B2ABD99,Fine Art Scholarships (Art),http://www.scholarshipmonkey.com/school/150136,Ball State University,March 1st,"$1,000.00",,3,Art,http://www.bsu.edu,Scholarship for freshmen with talent in art enrolling at Ball State University.  Applicants must have a minimum 3.0 GPA.  Selection is based on academic record and art portfolio.  Number of awards may vary.  Renewable.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A849-9846-E549-2C9BA55FE428CC2A,Fine Art Award in Painting,http://www.scholarshipmonkey.com/school/209542,Oregon State University,Varies,Varies,,,Art,http://oregonstate.edu/financialaid/scholarships,"Scholarship for sophomores or juniors attending Oregon State University who are majoring in Art with an emphasis in painting.  Selection based on portfolio.  Due date, award amount and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/448d59c0-6a48-11e2-bcfd-0800200c9a66,Fine Arts Scholarships And Performance Grants,http://www.scholarshipmonkey.com/school/228343,Southwestern University,February 15th,Varies,,,,http://www.southwestern.edu/aid/types/scholarships/index.php,"Available to Michigan high school seniors who have been accepted at a university or community college and have had to overcome some form of learning disability (A.D.D., A.D.H.D., Aspergers Syndrome, dyslexia or similar challenges). Applicants should write a 300 word essay explaining the disability, and how they have persevered to overcome it. The Brandon Bonkowski Scholarship Fund was initiated after the sudden, untimely death of 19 year old Brandon Bonkowski, November 20, 2011.  He was a 2010 graduate of Cousino High School and attended Macomb Community College."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A85E-93FF-3148-C966E147C0C1E565,Fine Arts Talent Award,http://www.scholarshipmonkey.com/school/202648,Edison State Community College,Varies,Varies,,,,http://www-sfa.chubb.ohiou.edu/html/,Scholarship for incoming freshmen enrolled full-time at Ohio University Athens Campus College of Fine Arts.  Students must demonstrate superior talent.  Deadlines and award amounts may vary.  Renewable.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A85C-B692-B68C-894542F975F5A64E,Fine Arts Scholarship,http://www.scholarshipmonkey.com/school/217484,University of Rhode Island,Varies,Varies,,,Music,http://www.uri.edu,Annual award for undergraduate or graduate student attending the University of Rhode Island-Kingston majoring in Music.  Applicant must have demonstrated financial need.  Due date and award amount varies.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A85A-F00C-A7DF-52E39639C89A3C01,Fine Arts Recognition Awards-Theatre Arts,http://www.scholarshipmonkey.com/school/143358,Bradley University,Varies,Varies,,,Drama/Theatre Arts,http://www.bradley.edu,Scholarship for undergraduate students attending Bradley University who are majoring in Theatre Arts.  Selection based on audition and potential.  Due date and number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A859-99F5-4192-AD4CF9379DB07266,Fine Arts Recognition Awards-Music,http://www.scholarshipmonkey.com/school/143358,Bradley University,Varies,"$4,000.00",,,Music,http://www.bradley.edu,Scholarship for undergraduate students attending Bradley University who are majoring in Music.  Selection based on audition and potential.  Due date and number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A858-A5D4-BD66-4F15ABF19396F0E2,Fine Arts Recognition Awards-Forensics,http://www.scholarshipmonkey.com/school/143358,Bradley University,Varies,Varies,,,,http://www.bradley.edu,Scholarship for undergraduate students attending Bradley University who participate on the school's Forensic Team.  Selection based on potential.  Due date and number of awards may vary.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A854-C028-FBAE-339BA48F26FB2694,Fine Arts Grant-Performing Arts,http://www.scholarshipmonkey.com/school/,,April 1st,"$5,000.00",,,Music,http://www.alphadeltakappa.org,"Biennial awards granted in even numbered years for students enrolled in graduate degree and non-degree programs in Performing Arts (Violin, Viola, Cello, Double Bass, Harp, Classical Guitar) OR for funding a project in the Performing Arts.  Applicants must hold a baccalaureate degree.  Preference is given to students in graduate programs.  In addition to application, students must submit letters of reference, and a cassette recording (30-60 minutes in length) of musical selections completed within the last two years.  Recipients may not have received a scholarship or grant from Alpha Delta Kappa within the past five years."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A853-A72E-FB5E-AFAD361C1E527001,Fine Arts Fellowships,http://www.scholarshipmonkey.com/school/152673,Wabash College,March 1st,"$12,500.00",,,Music,http://www.wabash.edu,"Scholarship for undergraduates attending Wabash College who have outstanding talent in the Fine Arts (Creative Writing, Music, Theater, and Visual Arts).  Selection is based on auditions and/or work samples.  Number of awards offered may vary.  Renewable.  Contact the Director of Admissions for more information."
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A852-9365-1C1E-C93443A23AECD8F1,Fine Arts Faculty Scholarship,http://www.scholarshipmonkey.com/school/226833,Midwestern State University,Varies,$500.00,,,,http://finearts.wsu.edu/,Scholarship for juniors or seniors who are attending Washington State University and are majoring in Fine Arts.  Selection based on applicant's portfolio.  Due date and number of awards may vary.  Contact the Department of Fine Arts for more information.
http://www.scholarshipmonkey.com/list?list=Fine%20Art,http://www.scholarshipmonkey.com/scholarship/4100A851-CA4F-0CD3-7E6C2FBD3BDCDA13,Fine Arts Development Fund Scholarship,http://www.scholarshipmonkey.com/school/226833,Midwestern State University,Varies,$500.00,,,,http://finearts.wsu.edu/,Scholarship for juniors or seniors who are attending Washington State University and are majoring in Fine Arts.  Selection based on applicant's portfolio.  Due date and number of awards may vary.  Contact the Department of Fine Arts for more information.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41005D9F-BFC2-CA95-613596C65F1FD7BE,Anthony Barbieri Scholarship,http://www.scholarshipmonkey.com/school/192703,Manhattan College,Varies,Varies,,,Athletics/Coaching,http://www.manhattan.edu,"Scholarship for undergraduate students attending Manhattan College in New York.  Applicants must participate in college athletics.  Award is at the discretion of the Director of Athletics upon recommendation of the coach.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4100D856-F0C6-5E2B-514D763F5FC08169,John L. & Mary Jean Brown Scholarship,http://www.scholarshipmonkey.com/school/233921,South Texas Vocational Technical Institute-McAllen,Varies,Varies,,,"Athletics/Coaching, Business",http://www.finaid.vt.edu/types_of_aid/scholarships/,"Scholarship for undergraduate students attending Virginia Polytechnic Institute & State University (Virginia Tech) who are enrolled in the Pamplin College of Business and are members of the Corps of Cadets and participate in school athletics.  Selection based on academic achievement and talent.  Due date, award amount and number of awards may vary.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/410058FE-99D2-C17E-D31F8C08EFB0831F,Alvin PIG Davis-Cal Carter Athletic Scholarship,http://www.scholarshipmonkey.com/school/139366,Columbus State University,Varies,Varies,,,Athletics/Coaching,http://www.colstate.edu,Scholarship for undergraduate students enrolled full-time at Columbus State University.  Students must demonstrate academic achievement and outstanding talent in athletics.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41009B8C-AE05-64AE-478A943CB79DCDF4,Ed & Eddie Langford Scholarship,http://www.scholarshipmonkey.com/school/366711,California State University-San Marcos,Varies,Varies,,,Athletics/Coaching,http://www.usm.edu/financialaid/scholarshipsINTRO.php,"Scholarship for graduates of Pascagola Separate School District who are undergraduate students attending the University of Southern Mississippi and are majoring in Edcuation or Coaching.  Selection based on academic achievement, financial need and potential.  Due date, award amount and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41009AFD-D1F5-A4D2-78B0417EA499E10E,Earle Graham Scholarship,http://www.scholarshipmonkey.com/school/,,Varies,Varies,,,Athletics/Coaching,http://www.epcf.org,"Scholarship for male residents of El Paso County, Texas who are undergraduate students admitted to Texas A&M; University.  Students may not participate in intercollegiate athletics.  Award is based on financial need.  Selection is determined by the University.   Due date, award amount and number of awards vary.  Contact the University or Foundation for more information and/or application."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41009A01-E361-8D2E-BE7873FD2E7B6EBA,E. James McIntyre Scholarship,http://www.scholarshipmonkey.com/school/200253,Minot State University,Varies,Varies,,3,"Athletics/Coaching, Business",http://www.minotstateu.edu/finaid/scholarships.shtml,Scholarship for undergraduate students enrolled full-time at Minot State University College of Business.  Students must have a minimum 3.0 CGPA.  Preference given to students participating in college athletics.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41011983-F935-A4CB-24E39CF9AF5828F3,Virginia Casey O'Brien Memorial Scholarship,http://www.scholarshipmonkey.com/school/192703,Manhattan College,Varies,Varies,,,"Athletics/Coaching, Business",http://www.manhattan.edu,"Scholarship for female undergraduate students attending Manhattan College in New York, majoring in Business.  Applicants must have participated in secondary school athletics and extra-curricular activities; and must commute from home to Manhattan College.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4101196C-943C-8DFB-5AFB46176DECB6AB,Virginia & Alfred L. Munkres Athletic Scholarship,http://www.scholarshipmonkey.com/school/237011,Western Washington University,Varies,Varies,,,Athletics/Coaching,http://www.finaid.wwu.edu,Scholarship for undergraduate students attending Western Washington University and participating in athletics.  Preference is given to students participating in the university's football program.  An application is not required.  Deadlines and award amounts may vary.  Contact the Athletic Department for more information.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/410117CA-0180-18C2-E677F167EFDE61A5,Varsity Athletic Scholarship,http://www.scholarshipmonkey.com/school/110361,California Baptist University,Varies,Varies,,,Athletics/Coaching,http://www.calbaptist.edu,"Scholarship for undergraduate students attending California Baptist University who are participating in one of the school's varsity programs.  Applicants must be eligible under the rules of the National Association of Intercollegiate Athletics and the Golden State Athletic Conference.  Award amounts may be up to full tuition, fees, room, and board.  Due date and number of awards may vary.  Renewable."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4101172F-C3DE-706B-C2A58DC74678DABE,PUD Greene Athletic Scholarship,http://www.scholarshipmonkey.com/school/139366,Columbus State University,Varies,Varies,,,Athletics/Coaching,http://www.colstate.edu,Scholarship for undergraduate students enrolled full-time at Columbus State University.  Students must demonstrate outstanding talent in athletics.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4100E1B2-9637-6185-BDB3F72AF05CE8A3,Kenton & Denise Richards Spirit Squad Scholarship,http://www.scholarshipmonkey.com/school/156125,Wichita State University,Varies,Varies,,,Athletics/Coaching,http://www.wichita.edu,"Scholarship for undergraduate students attending Wichita State University who participate in the school's Spirit Squad or athletics.  Selection based on academic merit, participation and athletic talent.  Deadlines and award amounts may vary.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4100E147-FF51-D981-64E1B1FF037FCC06,Kenneth G. Sweetnam Scholarship Fund,http://www.scholarshipmonkey.com/school/217402,Providence College,Varies,Varies,,,Athletics/Coaching,http://www.providence.edu,"Scholarship for undergraduate students attending Providence College.  Selection is based on financial need, potential, and a warm smile.  Applicants may not be participating in varsity athletics  Due date, award amount and number of awards may vary.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4100DE5F-AE83-4AB7-CC411B6C2B9D4F2F,K. Louise Fitzpatrick Scholarship,http://www.scholarshipmonkey.com/school/200572,Valley City State University,February 1st,$50.00,,,"Athletics/Coaching, Teaching/Education",http://www.vcsu.edu,Scholarship for undergraduate students attending Valley City State University who are majoring in Education.  Applicants may not participate in athletics.  Selection based on academic achievement.  Nonrenewable.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/4100DDBC-B6BD-87D3-72C5A51C646F59A9,Julie Enberg Scholarship,http://www.scholarshipmonkey.com/school/174233,University of Minnesota-Duluth,Varies,Varies,,,Athletics/Coaching,http://www.dsacommunityfoundation.com,Annual award for a female undergraduate student attending the University of Minnesota Duluth.  Applicants must be participating in intercollegiate athletics.  Due date and award amount may vary.  Contact the UMD Athletic Department of the Foundation for more information and/or application.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/410058A8-DA0F-3470-7679894DCBE74B45,Alumni Lettermen-Dr. James H. Atkinson Scholarship,http://www.scholarshipmonkey.com/school/223427,Blinn College,Varies,Varies,,,Athletics/Coaching,http://www.blinn.edu,Scholarship for college sophomores enrolled full-time at Blinn College.  Students must participate in athletics.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41015110-96BF-2B6E-E771661CE83F0436,US Bank Scholarship (a),http://www.scholarshipmonkey.com/school/180249,Montana State University-Great Falls College of Technology,February 28th,Varies,,3,Athletics/Coaching,http://www.ugf.edu,"Annual award for continuing undergraduate or graduate students enrolled full-time at the University of Great Falls.  Students must have a minimum 3.0 GPA, participate in athletics, demonstrate academic achievement, campus/community involvement, and leadership.  Award amount may vary.  An essay and a personal statement must be included with application packet.  Nonrenewable."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41014C15-90A1-1592-53A6C89B40AFD020,Titan John Gioglio Memorial Endowed Scholarship,http://www.scholarshipmonkey.com/school/219082,Dakota State University,March 1st,Varies,,3,Athletics/Coaching,http://www.dsu.edu,Scholarship for undergraduate students attending Dakota State University who participate in varsity athletics at DSU.  Applicants must have a minimum 3.5 GPA and be involved in community service activities.  Number of awards and award amount may vary.
