URL,Title,Address,Classes,Camps,Hours,Places,Birthdays,Phone,Website,Mail ID,Facebook Link,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/the-phoenix-zoo-phoenix-4d/,The Phoenix Zoo,"455 North Galvin ParkwayPhoenix, AZ 85008",,Nature,"JUN 1-AUG 31-DAILY: 7:00 AM-2:00 PM, SEPT 1-NOV2- DAILY: 9:00 AM-5:00 PM, NOV 2-JAN 8-DAILY:9:00 AM-4:00 PM, JAN 9-MAY 31-DAILY9:00 AM-5:00 PM",Zoos,Party Places,(602) 273-1341,http://www.phoenixzoo.org/,tbump@thephxzoo.com,https://www.facebook.com/PhoenixZoo,The Phoenix Zoo provides experiences that inspire people and motivate them to care for the natural world.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/usa-s-skateland-chandler-aa/,USA's Skateland,"1101 West Ray RoadChandler, AZ 85224",,,"MON, WED, FRI: 10:00 AM-8:00 PM, TUES & THURS: 10:00 AM-8:30 PM, SAT: 9:00 AM-10:00 PM, SUN: 1:00 PM-4:00 PM",Skating,Party Places,480-917-9444,http://www.usa-skating.com/dynamic.asp?sel=14,ktreacy@usa-skating.com,,Kids can enjoy roller skating whether they are experienced or new to skating.  Skateland provides Skate Mates to help children gain balance and confidence.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/vertuccio-farms-mesa-c4/,Vertuccio Farms,"4011 S Power RdMesa, AZ 85212",,,Starting Sept. 28th. Daily 9am-9pm. Sun. 10am-6pm,Farms,Party Places,480-650-6611,http://www.vertucciofarms.com,vertucciofarmsaz@gmail.com,,"Vertuccio Farms is once again hosting it's annual Fall Festival. A 25 acre farm that has it all. We are the valley's only Pizza Farm that actually grows and grazes everything to make one of your favorite foods.  We host birthday parties, field trips, camps, you-pick, pumpkin patches and more!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/vertuccio-farms-mesa-ff/,Vertuccio Farms,"4011 South Power RoadMesa, AZ 85212",,Nature,"MON-THURS: 9:00 AM-9:00 PM, FRI-SAT: 9:00 AM-10:00 PM, SUN: 10:00 AM-6:00 PM","Farms, Parks",Party Places,(480) 650-6606,http://vertucciofarms.com/,avertuccio@gmail.com,https://www.facebook.com/Vertucciofarms,"Throughout the years, Vertuccio Farms has worked hard to make sure the Fall Festival stays an affordable family fun tradition. By offering events year round, they have become part of the community, and?enjoy making?new friends each year.?The rest is history!???",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/wet-n-wild-glendale-37/,Wet N Wild,"4243 W. Pinacle Peek RoadGlendale, AZ 85310",,,"SUN-WED: 10:00 AM-6:00 PM, THURS-SAT: 10:00 AM-10:00 PM",Rides,Party Places,623-201-2000,http://wetnwildphoenix.com/index.htm,CN702@abc.com,,"Wet ?n? Wild Phoenix is Arizona?s biggest ?n? best water park. Located on Pinnacle Peak Road, off I-17, the park is the largest in the state featuring more than 30 exhilarating attractions for families and thrill seekers alike. Adrenaline addicts can enjoy slides like Maximum Velocity ? Dueling H2O Coasters ? which is the first of its kind in the world, and races guests down two, gravity-defying,... tandem slides; or Tornado, which catapults guests through a swirling 45-foot funnel into the eye of the storm and into calmer waters below. The park also features tamer attractions like Boogie Board Beach, a multi-level children?s area that full of dumping buckets, kid friendly slides and interactive water cannons; or Monsoon Bay, a 700,000-gallon wave pool that generates 4-foot swells.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/xtreme-air-jump-n-skate-chandler-d3/,Xtreme Air Jump 'N Skate,"910 East Pecos RoadChandler, AZ 85225",,,,"Indoor, Parks",Party Places,480-409-4555,,,,"Xtreme Air Jump N? Skate is a 30,000 sq. ft. indoor Trampoline and Skate Park complete with a caf?, parent lounge, little kids area for ages 5 and under, arcade, and party rooms. We were started by two moms who were looking for a safe, fun, affordable place for their children to hang out. Within one year, the idea was born and they were running this amazing park. At Xtreme Air, we focus on safety, customer service, and cleanliness. We are one-of-a-kind and you will not be disappointed.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,,Party Places,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/affordable-fun-rentals-phoenix-60/,Affordable Fun Rentals,"At Your LocationPhoenix, AZ 85044",,,,,"Favors, Rental",(480) 269-8128,http://www.affordablefunrentals.com/interactive-fun/?gclid=CL62k_e_7q4CFWwGRQod-lSHJA,info@affordablefunrentals.com,,"We believe that a good balance of entertainment is necessary to keep the interest of the wide array of event goers and therefore, we take a lot of time and care in making sure our entertainment targets your event audience.? There needs to be something for everyone! That?s why we offer such a wide variety of entertainment options.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/bounce-wow-chandler-20/,Bounce Wow,"At Your LocationChandler, AZ 85284",,,,,Rental,(480) 717-7680,http://www.bouncewow.com/,info@bouncewow.com,,"When you decide to order a Bounce house, Inflatable, face painter, balloon twister or any of our cool products you will get, prompt courteous service, the coolest inflatable/moon bounce house?s around, a ?bounceologist? that will deliver the inflatable, set it up, and go over the rules and safety instructions, and last but definitely not least a ton of fun!!!",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/fantastic-fire-department-phoenix-bd/,Fantastic Fire Department,"At Your LocationPhoenix, AZ 85001",,,,,"Home, Rental",(602) 324-7100,http://www.fantasticfiredept.com/phoenix/,info@FantasticFireDept.com,,"Fantastic Fire Department is a fun and completely unique hands-on experience for boys and girls age two and up. With lights flashing and siren blaring, our big red fire truck arrives to the excited screams of children ready for fun! Our team of friendly firefighters deliver a personalized, well-organized party experience that's unlike anything you've ever seen.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/jumping-monkeys-chandler-ef/,Jumping Monkeys,"At Your LocationChandler, AZ 85284",,,,,"Home, Rental",(480) 255-5591,http://www.jumpingmonkeysinflatables.com/,CN179@abc.com,,"We are A Perfect Party Inflatables, & Jumping Monkey Inflatables, Our mission is to provide you with the cleanest and safest, on time hassle free inflatable bounce houses for your party and or even.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/party-bouncerz-chandler-af/,Party Bouncerz,"At Your LocationChandler, AZ 85284",,,MON-FRI: 8:00 AM-9:00 PM,,Rental,(480) 529-0818,http://www.partybouncerz.com/,partybouncerz@gmail.com,,"Party Bouncerz provides you with a variety of safe, fun and affordable inflatable choices.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/party-city-chandler-56/,Party City,"2770 East Germann RoadChandler, AZ 85286",,,"MON-FRI: 9:30 AM-8:30 PM, SAT: 8:30 AM-7:00 PM, SUN: 10:30 AM-6:00 PM",,"Favors, Rental",480-726-3750,http://www.partycity.com/storedetail.do?id=1115,CN185@aol.com,,Party supply store.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/party-city-gilbert-42/,Party City,"5364 South Power RoadGilbert, AZ 85295",,,"MON-FRI: 9:30 AM-8:30 PM, SAT: 8:30 AM-7:00 PM, SUN: 10:30 AM-6:00 PM",,"Favors, Rental",480-457-8500,http://www.partycity.com/,CN184@abc.com,,Party supply store.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/slide-and-bounce-around--a5/,Slide and Bounce Around,",Birthdays:  Home, Rental",,,,,"Home, Rental",(480) 507-5867,http://www.slideandbounce.com/,mailto:info@slideandbounce.com?subject=question(s),,We offer a variety of services to make your event interactive and fun!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,,Party Places,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/kiwanis-recreation-center-tempe-fe/,Kiwanis Recreation Center,"6111 S All America WayTempe, AZ 85283","Martial, Sports, Swim",,,"Parks, Rides","Party Places, Other",480-350-5740,http://www.tempe.gov/kiwanis,taianna_yee@tempe.gov,,"Kiwanis Recreation Center is a beautiful 54,000 square foot complex featuring  an indoor wave pool and water slide, fitness center, gymnasium, private rentals, and a 15-court tennis center. The facility is located in the 125 acre Kiwanis Park. ",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1435248736640409517.jpg
http://hulafrog.com/chandler-az/the-traveling-storytime-phoenix-d0/,The Traveling Storytime,"P.O. Box 63301Phoenix, AZ 85082","Learning, Other",,"Mon-Sat 9:00am - 7:00pm, Sun 1:00pm-7:00pm",,Other,602-465-8609,http://thetravelingstorytime.com,info@thetravelingstorytime.com,,"The Traveling Storytime provides interactive Early Literacy Storytimes and Book Clubs in your home (serving Phoenix and the surrounding cities).  Early Literacy Storytime - Interact with engaging stories, rhymes, and songs; children are not expected to ""sit still.""  Book Club - Reading, discussion, and creative reflection for your child and their friends.  Community Storytime - Wednesdays at 9:30am at Connect 5 Family Center ($5  per child).",5,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1407637479505682871.jpg
http://hulafrog.com/chandler-az/kiwanis-recreation-center-tempe-fe/,Kiwanis Recreation Center,"6111 S All America WayTempe, AZ 85283","Martial, Sports, Swim",,,"Parks, Rides","Party Places, Other",480-350-5740,http://www.tempe.gov/kiwanis,taianna_yee@tempe.gov,,"Kiwanis Recreation Center is a beautiful 54,000 square foot complex featuring  an indoor wave pool and water slide, fitness center, gymnasium, private rentals, and a 15-court tennis center. The facility is located in the 125 acre Kiwanis Park. ",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1435248736640409517.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,,Party Places,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/darla-s-cake-design-chino-hills-58/,Darla's Cake Design,"3330 Grand Ave Suite AChino Hills, CA 91709",,,,,Cakes,(909) 590-8303,http://www.darlascakedesign.com,,https://www.facebook.com/DarlasCakeDesign,"Darla's Cake Design which was featured on CupCake Wars offers 12+ daily cupcake flavors as well as stuffed cookie cups, cake pops & shortbread cookies. Everything is baked fresh from scratch daily & we only use premium gourmet ingredients. Cakes for any occasion are made to order & customized for your event. We take pride in providing exceptional customer service along with an amazing product. We will make sure that each order is as special as your event! Contact us today for your next event! We also have decorating parties & classes. We can host 10-15 children for a Birthday Decorating Party.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/dolcissimo-bakeshop-chino-hills-ca/,Dolcissimo Bakeshop,"13855 City Center DrChino Hills, CA 91709",,,,,Cakes,(909) 591-3646,http://www.DolcissimoBakeshop.com,info@dolcissimobakeshop.com,https://www.facebook.com/DolcissimoCupcakes?fref=ts,"Ice Cream Macarons, French Macarons, Custom Cakes, Cupcakes, Cheesecakes, and More! ",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/jeseca-creations-chino-hills-45/,Jeseca Creations,"2587 Chino Hills Pkwy Suite GChino Hills, CA 91709",,,,,Cakes,(909) 597-0886,http://www.jesecacreations.com/,info@jesecacreations.com,https://www.facebook.com/jesecacreations?fref=ts,"Specialty Cake, cake pops &  Cupcake shop.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/kelley-s-bakery-chino-hills-5c/,Kelley's Bakery,"4200 Chino Hills PkwyChino Hills, CA 91709-3776",,,,,Cakes,(909) 606-6655,http://www.kelleysbakery.com/,info@kelleysbakery.com,https://www.facebook.com/pages/Kelleys-Bakery/105910786117034?fref=ts,"Cakes, cupcakes, cookies, specialty cakes and more for all occasions!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/milk-honey-cakery-chino-be/,Milk & Honey Cakery,"Chino, CA 91710Birthdays:  Cakes",,,,,Cakes,(714) 423-3022,http://www.milkandhoneycakery.com,MILKHONEYCAKERY@GMAIL.COM,https://www.facebook.com/MilkandHoneyCakery?fref=ts,"Milk and Honey Cakery specializes in making designer Cakes, Cupcakes and Dessert Bars. Our cakes are uniquely made for each event and taste just as good as they look! Our cupcakes rival the flavors of the crazed cupcakes around the world. We also make old fashioned pastries and modern takes on sweet treats.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/puffect-bakery-cafe-walnut-76/,Puffect Bakery Cafe,"385 S Lemon Ave Suite BWalnut, CA 91789",,,Mon. - Sun.: 11:00 AM - 9:00 PM,,Cakes,(909) 598-3838,http://instagram.com/puffect,puffectbakerycafe@gmail.com,https://www.facebook.com/PuffectBakeryCafe?fref=ts,"New bakery cafe in Walnut specializing in custom cupcakes, macarons, Hong Kong waffles, and desserts!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/royalty-cakes-chino-e2/,Royalty Cakes,"5236 D StChino, CA 91710",,,,,Cakes,(909) 628-8840,http://www.royaltycakes.com,,https://www.facebook.com/pages/Royalty-Cakes/158095514224204,"Royalty Cakes makes one-of-a-kind creations, born in the minds of our customers, that come to life in our bakery.  
Whether your special occasion is simple or glamorous, wild, whimsical, or just plain fun we will create the right cake for you. 
We also make pull-apart cupcake cakes! Perfect for baby showers & birthdays.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/mix-bake-decorate-chino-35f/,Mix Bake Decorate,"Chino, CA 91710Birthdays:  Cakes",,,Mon. - Sun.: 9:00 AM - 5:30 PM,,Cakes,(909) 354-1112,http://www.mixbakedecoratecakeshop.com,mixbakedecorate@gmail.com,https://www.facebook.com/mixbakedecoratecakeshop,"Mix Bake Decorate Cake Shop loves working directly with their clients to create a custom cake that reflects their style, budget, event, and guest list. We'd love to work on your cake! 

We Also do custom Cupcakes, Cake Pops, Cookies, Gourmet Dessert Shots, Dessert Tables, and decorating parties and classes for all ages!

Each and every order is completely customized to what your specifications. From your initial consultation to the first moment when you slice into your tasty treat, we're happy to work with you to finalize every last detail. Below you'll find all the information you need to start planning your cake or other desserts.

In an initial meeting in person, over the phone or by email, your event details, flavour options, budget, and design ideas are discussed. If you want we will set up a cake tasting once the basics are covered for a small extra fee of $20.00. Cake sketches are reviewed, final design is approved and a deposit of 50% is required to save the date. One week prior to your event date, the remaining 50% deposit is required. Based on your contract, we will arrange to drop off your cake or other desserts at your event and make sure that it is picture perfect or we can set up a meeting place for you to pick up your order.

All pricing is based on design and varies for each cake or dessert. If you have pictures or a design you would like, please send me the pictures with how many people you will need to feed and I can give you an exact price.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/the-cupcake-boss-chino-ea7/,The Cupcake Boss,"12207 Central AveChino, CA 91710",,,Mon. - Sat.: 10:00 AM - 5:00 PM,,Cakes,(626) 488-3138,http://www.thecupcakeboss.com,,https://www.facebook.com/cupcakebossyum,"Tell your friends! Serving the greater San Gabriel Valley, Los Angeles, and surrounding counties including Glendora, San dimas, Claremont,West Covina,  Covina ..commercial location at 12207 Central Ave Chino, Ca
deliciously handmade & beautifully decorated goodies 
DELIVERY SERVICE...FEATURE FLAVORS AVAILABLE AT store front location inside CAFE VALER INSIDE WEST COVINA MALL and LucaBella's fine foods in Glendora 
**Licensed & Insured ** commercial kitchen",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/heaven-s-ranch-rescue-chino-hills-d3e/,Heaven's Ranch Rescue,"3300 Old Woodview RdChino Hills, CA 91709",Other,,Mon - Sat: 9:00 am - 4:30 pm,,Party Places,(909) 597-4920,http://www.heavensranchllc.com,hevensranch@msn.com,https://www.facebook.com/pages/Heavens-Ranch-Rescue/171563794938,"Heaven's Ranch LLC is a working cattle ranch set in a rustic environment located in Chino Hills, California. Since 2008 we have rescued many horses as a 501(c)3 nonprofit. We offer full service boarding, training, lessons, leasing, and sales in addition to specializing in lay-ups and offer comfortable retirement for older horses in our pastures. Heaven's Ranch is a popular wedding and photography destination.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/-small-town-shindig---0b2/,"""Small Town Shindig""",,,,,,,,,,, Fundraiser event for Ayala football & cheer featuring Rodeo Revival.,0,http://hulafrog.com/
http://hulafrog.com/chino-hills-diamond-bar-ca/san-dimas-ho-olaule-a-san-dimas-18a/,San Dimas Ho`olaule`a,San Dimas Canyon Park1628 North Sycamore Canyon Road,,,,,,(909) 396-4775,http://www.dahulastudio.com,,," Enjoy 2 days of performances by various Polynesian groups, shopping and food. Admission and parking is free! Halau Hula `A Kawika Laua `O Leinani (students of Da Hula Studio) will be performing during the first half of Sunday.",2,http://hulafrogportal.com/sugar/hulafrogphoto/gky_uploads/2014/11/230-x-230px-9-14-female-hula-dancer-dancing.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/balloon-haven-chino-dc/,Balloon Haven,"13867 Central AveChino, CA 91710",,,,,"Favors, Home",(909) 591-8449,http://www.balloonhaven.com,info@balloonhaven.com,https://www.facebook.com/BalloonHaven,Balloon Haven is a special event decorating company and delivery service for all your balloon needs!,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/machs-party-studio-diamond-bar-31/,Machs Party Studio,"732 N Diamond Bar Blvd Suite 114Diamond Bar, CA 91765",,,Mon. - Sun.: 12:00 AM - 12:00 AM,,"Favors, Home",(909) 861-4808,http://www.machspartystudio.com,machspartystudio@gmail.com,https://www.facebook.com/MachsPartyStudio,"Machs Party Studio has been providing outstanding services to our clients in the Los Angeles since 1994. While we perform at all types of events such as corporate events, birthday parties & holiday celebrations throughout the year, we mostly service weddings, and we love it!!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/party-city-chino-town-center-chino-f5/,Party City - Chino Town Center,"5549 Philadelphia St Ste BChino, CA 91710",,,,,"Favors, Home",(909) 364-0093,http://www.partycity.com/,,https://www.facebook.com/pages/Party-City-Chino-Hills/165339200170902?ref=br_rs,Party Supplies,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/party-city-spectrum-towne-center-chino-b7/,Party City - Spectrum Towne Center,"4037 Grand AveChino, CA 91710",,,,,"Favors, Home",(909) 364-0093,http://www.partycity.com/,,https://www.facebook.com/pages/Party-City-Chino-Hills/165339200170902?ref=br_rs,Party Supplies,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/heaven-s-ranch-rescue-chino-hills-d3e/,Heaven's Ranch Rescue,"3300 Old Woodview RdChino Hills, CA 91709",Other,,Mon - Sat: 9:00 am - 4:30 pm,,Party Places,(909) 597-4920,http://www.heavensranchllc.com,hevensranch@msn.com,https://www.facebook.com/pages/Heavens-Ranch-Rescue/171563794938,"Heaven's Ranch LLC is a working cattle ranch set in a rustic environment located in Chino Hills, California. Since 2008 we have rescued many horses as a 501(c)3 nonprofit. We offer full service boarding, training, lessons, leasing, and sales in addition to specializing in lay-ups and offer comfortable retirement for older horses in our pastures. Heaven's Ranch is a popular wedding and photography destination.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/-small-town-shindig---0b2/,"""Small Town Shindig""",,,,,,,,,,, Fundraiser event for Ayala football & cheer featuring Rodeo Revival.,0,http://hulafrog.com/
http://hulafrog.com/chino-hills-diamond-bar-ca/san-dimas-ho-olaule-a-san-dimas-18a/,San Dimas Ho`olaule`a,San Dimas Canyon Park1628 North Sycamore Canyon Road,,,,,,(909) 396-4775,http://www.dahulastudio.com,,," Enjoy 2 days of performances by various Polynesian groups, shopping and food. Admission and parking is free! Halau Hula `A Kawika Laua `O Leinani (students of Da Hula Studio) will be performing during the first half of Sunday.",2,http://hulafrogportal.com/sugar/hulafrogphoto/gky_uploads/2014/11/230-x-230px-9-14-female-hula-dancer-dancing.jpg
