URL,Title,Address,Classes,Camps,Places,Birthdays,Hours,Phone,Website,Mail ID,Facebook Link,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/pueblo-grande-museum-phoenix-0c/,Pueblo Grande Museum,"4619 E. Washington St.Phoenix, AZ 85034",,,Museums,,,602-495-0901,,,,"Pueblo Grande Museum is located on a 1,500 year old archaeological site left by the Hohokam culture located just minutes from downtown Phoenix next to Sky Harbor International Airport.  This National Historic Landmark and Phoenix Point of Pride has been a part of the City of Phoenix Parks and Recreation Department since 1929, and is the largest preserved archaeological site within Phoenix.  Easily accessible by the Sky Train and the Light Rail, the museum is open 7 days a week October through April, and closed Sundays and Mondays, May through September.  

A fully accessible 2/3 mile trail takes you through a prehistoric Hohokam archaeological village site with a partially excavated platform mound, ballcourt, and replicated prehistoric houses.  There are three galleries to visit while at the Museum.  The main gallery displays artifacts of the Hohokam and discusses the Pueblo Grande village site.  The children's hands-on gallery has activities to help kids learn about the science of archaeology.  And the changing gallery features exhibits on various topics from archaeology, southwest cultures, and Arizona history.  For authentic Native American gifts, art, and jewelry, visit our Museum Store.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Museums.jpg
http://hulafrog.com/chandler-az/tempe-center-for-the-arts-tempe-6b/,Tempe Center for the Arts,"700 W. Rio Salado ParkwayTempe, AZ 85281",,,"Museums, Other",,,480-350-2822,http://www.tempe.gov/index.aspx?page=575,kristina_baxter@tempe.gov,,"One of the finest venues in Arizona ? a jewel in the crown of a city known for its support of the arts. Plenty of parking is available to serve the center.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Museums.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,Party Places,Mon. - Sat.: 9:00 AM - 7:00 PM || Sunday: 12:00 PM - 5:00 PM,480-699-2122,http://www.Connect5FC.com,chandler@connect5fc.com,https://www.facebook.com/Connect5FamilyCentersOfChandler,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/kiwanis-recreation-center-tempe-fe/,Kiwanis Recreation Center,"6111 S All America WayTempe, AZ 85283","Martial, Sports, Swim",,"Parks, Rides","Party Places, Other",,480-350-5740,http://www.tempe.gov/kiwanis,taianna_yee@tempe.gov,,"Kiwanis Recreation Center is a beautiful 54,000 square foot complex featuring  an indoor wave pool and water slide, fitness center, gymnasium, private rentals, and a 15-court tennis center. The facility is located in the 125 acre Kiwanis Park. ",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1435248736640409517.jpg
http://hulafrog.com/chandler-az/springfield-lakes-chandler-69/,Springfield Lakes,"S Four Peaks PlChandler, AZ 85249",,,Parks,,,,http://springfieldlakesnews.com/,Rrhoden@cox.net,,Our neighborhood park.  ,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/arrowhead-pool-chandler-42/,Arrowhead Pool,"1475 West Erie StreetChandler, AZ 85224",Swim,,"Parks, Rides",,,(480) 732-1064,http://www.chandleraz.gov/default.aspx?pageid=566,angela.lorenzo-clavell@chandleraz.gov,,The City of Chandler Aquatics Centers offer a variety of pools and slides for the whole family to enjoy!,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/big-surf-az--a9/,Big Surf AZ,"1500 N. McClintock Dr./Hayden Rd., AZ 85281",,,Parks,Party Places,Mon. - Sun.: 12:00 AM - 12:00 AM,480-994-2297,http://BigSurfFun.com,,https://www.facebook.com/BigSurfAZ,"Built in 1969, Big Surf Waterpark is America's Original Waterpark boasting one of the largest wave pools in the world, Waikiki Beach.  Nestled on 20 acres in Arizona on the northern tip of Tempe and just south of Scottsdale, Big Surf has remained an Arizona icon for over 40 years and features dozens of other thrilling water features all in a safe and family friendly atmosphere.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/chandler-skate-park-chandler-e7/,Chandler Skate Park,"4500 South Basha RoadChandler, AZ 85248",,,Parks,,Vary Seasonally,(480) 782-2640,http://www.chandleraz.gov/default.aspx?pageid=291,CN163@abc.com,,"Since the day it opened to the public (March 24, 2000), the Chandler Skatepark has earned a reputation that attracts some of the best skateboarders in the world to south Chandler. This spacious, 35,000-square-foot facility has been designed for all skaters no matter how skilled. It is a free, non-supervised facility for use by skateboarders and in-line skaters.

",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/chuparosa-park-chandler-34/,Chuparosa Park,"2400 South Dobson RoadChandler, AZ 85224",,,Parks,,Vary Seasonally,,http://www.chandleraz.gov/default.aspx?pageid=288,CN905@abc.com,,City park with splashpad.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/desert-botanical-garden-phoenix-d4/,Desert Botanical Garden,"1201 North Galvin ParkwayPhoenix, AZ 85008",,,"Parks, Other",,DAILY: 8:00 AM-8:00 PM,(480) 941-1225,http://www.dbg.org,CN141@abc.com,,"For more than 70 years, the Desert Botanical Garden has been teaching and inspiring visitors from the local community and around the world, providing research, exhibits and more designed to help us understand, protect and preserve the desert?s natural beauty.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/desert-breeze-railroad-chandler-a1/,Desert Breeze Railroad,"660 North Desert Breeze Boulevard EastChandler, AZ 85226",,,Parks,,Hours Vary Seasonally,(480) 893-6652,http://www.desertbreezerr.com/,info@desertbreezerr.com,,"The Desert Breeze Express is pulling into the station for a full day of family fun and adventure in the heart of Chandler, Arizona's most popular park!  Take in all the scenery from your open-top train coach. Play with the ponies on our charming antique carousel. Then cool off and fill up at our snack bar, where we serve family favorites at friendly prices.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
http://hulafrog.com/chandler-az/dr-a-j-chandler-park-chandler-a6/,Dr. A.J. Chandler Park,"3 South Arizona AvenueChandler, AZ 85244",,,Parks,,DAILY: 6:00 AM-10:30 PM,480-782-2727,http://www.chandleraz.gov/default.aspx?pageid=72,CN1001@abc.com,,"This park is at the heart of the original town square designed by city founder Dr. A.J. Chandler. It is surrounded by small shops, galleries, restaurants, office buildings, and the historic San Marcos Resort. The park remains a community gathering place and hosts many special events throughout the year, including the Chandler Jazz Festival, a Farmer's Market, and the new 1st Wednesday ArtWalk.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Parks-and-Playgrounds.jpg
